# Hello! welcome to your data! Overload height: 1e+08. RT flexibility: 0.4. Ion ratio flexibility: 0.3. Blank can be this fraction of a sample: 0.3. S/N threshold: 4. Minimum peak height: 1000. Processed on: 2017-04-13 15:54:59,,,,,,,,,,,
,Replicate.Name,Compound.Name,Retention.Time,Notes,Area,Area.BlkSub,Height,IR,S.N,BlkRatio,rawArea
50,170410_Smp_40ppt-1C_B,Asparagine,11.575,,17733100,17560552,989899,1.35380662,29.01986487,0.009730278,17733100
51,170410_Smp_40ppt-1C_C,Asparagine,11.505,,15909675,15737127,847374,1.237548807,14.06645384,0.010845476,15909675
52,170410_Smp_40ppt4C_A,Asparagine,11.61,,42069436,41896888,2785914,1.257796259,33.13163531,0.004101505,42069436
53,170410_Smp_40ppt4C_B,Asparagine,11.53,,33204578,33032030,1805114,1.278871768,123.8547886,0.005196512,33204578
54,170410_Smp_40ppt4C_C,Asparagine,11.365,,30341650,30169102,1377100,1.261269646,46.09080831,0.005686836,30341650
55,170410_Poo_April10AqExtractsFull_1,Aspartic acid,12.29,,48108700,47791111,4348058,0.912377529,20.49051053,0.006601488,48108700
56,170410_Poo_April10AqExtractsFull_2,Aspartic acid,12.18,,49153776,48836187,3833266,0.89497432,23.49240442,0.006461131,49153776
57,170410_Poo_April10AqExtractsFull_3,Aspartic acid,12.165,,53034444,52716855,4184201,0.920046457,29.09916271,0.005988354,53034444
58,170410_Poo_April10AqExtractsHalf_1,Aspartic acid,12.16,,28009930,27692341,2170595,0.930017919,24.42453117,0.011338443,28009930
59,170410_Poo_April10AqExtractsHalf_2,Aspartic acid,12.105,,26657856,26340267,1852001,0.8878306,20.09286281,0.011913524,26657856
60,170410_Poo_April10AqExtractsHalf_3,Aspartic acid,12.17,,28567038,28249449,2120976,0.97537265,48.15791368,0.011117323,28567038
61,170410_Smp_32ppt-1C_A,Aspartic acid,12.2,,67018400,66700811,5380357,0.930953133,42.33396818,0.004738833,67018400
62,170410_Smp_32ppt-1C_B,Aspartic acid,12.15,,66614924,66297335,5034349,0.908372115,66.92501868,0.004767535,66614924
63,170410_Smp_32ppt-1C_C,Aspartic acid,12.23,,70426456,70108867,5360922,0.887341765,43.15393695,0.004509513,70426456
64,170410_Smp_32ppt4C_A,Aspartic acid,12.24,,33540834,33223245,2891182,0.949217772,15.42579288,0.009468727,33540834
65,170410_Smp_32ppt4C_B,Aspartic acid,12.27,,39017736,38700147,3308828,0.929440111,23.00741369,0.008139606,39017736
66,170410_Smp_32ppt4C_C,Aspartic acid,12.24,,39734452,39416863,3520614,0.949635976,18.17846176,0.007992787,39734452
67,170410_Smp_40ppt-1C_A,Aspartic acid,12.21,,58804420,58486831,5395526,0.938420257,9.45023309,0.005400767,58804420
68,170410_Smp_40ppt-1C_B,Aspartic acid,12.175,,70585384,70267795,5658233,0.992337121,41.38063136,0.004499359,70585384
69,170410_Smp_40ppt-1C_C,Aspartic acid,12.17,,64843212,64525623,5222304,0.933204357,26.74359003,0.004897799,64843212
70,170410_Smp_40ppt4C_A,Aspartic acid,12.28,,30410788,30093199,2349349,0.998413873,13.10092571,0.010443301,30410788
71,170410_Smp_40ppt4C_B,Aspartic acid,12.21,,29250520,28932931,2461550,0.998555142,17.5049418,0.010857551,29250520
72,170410_Smp_40ppt4C_C,Aspartic acid,12.15,,28510036,28192447,2327165,0.959664714,25.71105695,0.011139551,28510036
73,170410_Poo_April10AqExtractsFull_1,Cystine,12.865,,464285,424264,46290,1.024732994,58.39708246,0.08619921,464285
74,170410_Poo_April10AqExtractsFull_2,Cystine,12.725,Bad IR,430331,390310,37158,1.547112899,Inf,0.093000504,430331
75,170410_Poo_April10AqExtractsFull_3,Cystine,12.63,,514421,474400,39685,1.36396201,68.97317653,0.077798146,514421
76,170410_Poo_April10AqExtractsHalf_1,Cystine,12.71,Bad IR,271103,231082,21688,2.86778302,Inf,0.147622859,271103
77,170410_Poo_April10AqExtractsHalf_2,Cystine,12.65,Bad IR,211071,171050,23833,0.654311267,438,0.189609184,211071
78,170410_Poo_April10AqExtractsHalf_3,Cystine,12.74,,194164,154143,21758,0.975551424,834.3218884,0.206119569,194164
79,170410_Smp_32ppt-1C_A,Cystine,12.77,,464474,424453,44983,1.355621841,Inf,0.086164134,464474
80,170410_Smp_32ppt-1C_B,Cystine,12.66,Bad IR,258536,218515,17351,2.30994523,754.7492711,0.154798558,258536
81,170410_Smp_32ppt-1C_C,Cystine,12.765,,288788,248767,20542,1.039946704,Inf,0.138582628,288788
82,170410_Smp_32ppt4C_A,Cystine,12.825,,263996,223975,31856,0.871420602,Inf,0.151596994,263996
83,170410_Smp_32ppt4C_B,Cystine,12.88,,567667,527646,49982,1.423630582,Inf,0.070500839,567667
84,170410_Smp_32ppt4C_C,Cystine,12.825,Bad IR,211368,171347,22007,0.652855982,Inf,0.189342758,211368
85,170410_Smp_40ppt-1C_A,Cystine,12.79,Bad IR,246557,206536,29961,1.860596914,13.95758882,0.162319464,246557
86,170410_Smp_40ppt-1C_B,Cystine,12.775,,339035,299014,28104,0.975325938,Inf,0.11804386,339035
87,170410_Smp_40ppt-1C_C,Cystine,12.73,,486812,446791,59026,1.043836627,181.7694022,0.082210381,486812
88,170410_Smp_40ppt4C_A,Cystine,12.81,,789885,749864,62670,1.394004906,276.2212544,0.050666869,789885
89,170410_Smp_40ppt4C_B,Cystine,12.785,Bad IR,476079,436058,52567,1.441698135,62.74024121,0.084063779,476079
90,170410_Smp_40ppt4C_C,Cystine,12.7,,772326,732305,48107,1.01373344,Inf,0.051818792,772326
91,170410_Poo_April10AqExtractsFull_1,Glutamic acid,12.095,overloaded?,2169083392,2168244675,132203328,1.589926454,30.73908095,0.000386669,2169083392
92,170410_Poo_April10AqExtractsFull_2,Glutamic acid,11.975,overloaded?,2129809664,2128970947,132137736,1.717154165,30.6158965,0.000393799,2129809664
93,170410_Poo_April10AqExtractsFull_3,Glutamic acid,11.945,overloaded?,2171672064,2170833347,131977808,1.757217864,33.91167391,0.000386208,2171672064
94,170410_Poo_April10AqExtractsHalf_1,Glutamic acid,11.95,overloaded?,1406223872,1405385155,111221040,1.931767153,34.02996652,0.000596432,1406223872
95,170410_Poo_April10AqExtractsHalf_2,Glutamic acid,11.91,overloaded?,1410732800,1409894083,114173632,1.956809173,37.90286216,0.000594526,1410732800
96,170410_Poo_April10AqExtractsHalf_3,Glutamic acid,11.98,overloaded?,1395056256,1394217539,106501992,2.001348203,43.8830042,0.000601207,1395056256
97,170410_Smp_32ppt-1C_A,Glutamic acid,12.005,overloaded?,2365494784,2364656067,132882048,1.559030505,47.84339542,0.000354563,2365494784
98,170410_Smp_32ppt-1C_B,Glutamic acid,11.95,overloaded?,2301619712,2300780995,132986400,1.656609614,52.37124315,0.000364403,2301619712
99,170410_Smp_32ppt-1C_C,Glutamic acid,12.04,overloaded?,2356492032,2355653315,132843408,1.493490936,51.30175245,0.000355918,2356492032
100,170410_Smp_32ppt4C_A,Glutamic acid,12.05,overloaded?,2068221440,2067382723,131764632,1.650879014,28.72053317,0.000405526,2068221440
101,170410_Smp_32ppt4C_B,Glutamic acid,12.075,overloaded?,2197570560,2196731843,132368592,1.583387624,35.70980377,0.000381656,2197570560
102,170410_Smp_32ppt4C_C,Glutamic acid,12.06,overloaded?,2207016448,2206177731,132537160,1.622994097,37.25697491,0.000380023,2207016448
103,170410_Smp_40ppt-1C_A,Glutamic acid,11.99,overloaded?,2268038144,2267199427,132313504,1.521528858,32.47619518,0.000369798,2268038144
104,170410_Smp_40ppt-1C_B,Glutamic acid,11.965,overloaded?,2341799936,2340961219,132494840,1.518817197,33.6582156,0.000358151,2341799936
105,170410_Smp_40ppt-1C_C,Glutamic acid,11.975,overloaded?,2182367488,2181528771,132250240,1.610313147,30.74521297,0.000384315,2182367488
106,170410_Smp_40ppt4C_A,Glutamic acid,12.07,overloaded?,1797654144,1796815427,130504632,1.876256127,26.50770589,0.000466562,1797654144
107,170410_Smp_40ppt4C_B,Glutamic acid,12.01,overloaded?,1762186240,1761347523,130576960,1.870820506,29.68835342,0.000475953,1762186240
108,170410_Smp_40ppt4C_C,Glutamic acid,11.95,overloaded?,1702868992,1702030275,127774576,2.011525893,28.55042378,0.000492532,1702868992
109,170410_Poo_April10AqExtractsFull_1,Glutamine,11.62,overloaded?,2145795840,2145154912,130869312,0.980148233,122.6995133,0.00029869,2145795840
110,170410_Poo_April10AqExtractsFull_2,Glutamine,11.53,,1431512064,1430871136,65425908,0.944663747,94.37132232,0.000447728,1431512064
111,170410_Poo_April10AqExtractsFull_3,Glutamine,11.36,,1448446592,1447805664,73253904,0.958540134,90.23055,0.000442493,1448446592
112,170410_Poo_April10AqExtractsHalf_1,Glutamine,11.48,,1340003072,1339362144,74030552,0.941644401,90.61461137,0.000478303,1340003072
113,170410_Poo_April10AqExtractsHalf_2,Glutamine,11.35,,1268242816,1267601888,72422312,0.946042302,77.78488504,0.000505367,1268242816
114,170410_Poo_April10AqExtractsHalf_3,Glutamine,11.485,,1260019200,1259378272,72469888,0.971703344,93.50269722,0.000508665,1260019200
115,170410_Smp_32ppt-1C_A,Glutamine,11.59,,1186108416,1185467488,63338960,0.977430377,131.3915198,0.000540362,1186108416
116,170410_Smp_32ppt-1C_B,Glutamine,11.395,,1038501440,1037860512,49260780,0.907847106,81.44966225,0.000617166,1038501440
117,170410_Smp_32ppt-1C_C,Glutamine,11.58,,1282537984,1281897056,74706296,0.95681848,84.68148917,0.000499734,1282537984
118,170410_Smp_32ppt4C_A,Glutamine,11.585,overloaded?,2242280960,2241640032,128486512,0.969438414,128.8226459,0.000285838,2242280960
119,170410_Smp_32ppt4C_B,Glutamine,11.6,overloaded?,2389968128,2389327200,132366352,0.975061997,83.05524445,0.000268174,2389968128
120,170410_Smp_32ppt4C_C,Glutamine,11.58,overloaded?,2070885888,2070244960,122328872,0.966251542,117.2297617,0.000309495,2070885888
121,170410_Smp_40ppt-1C_A,Glutamine,11.575,,1659280256,1658639328,92392136,0.953832895,106.7227546,0.000386269,1659280256
122,170410_Smp_40ppt-1C_B,Glutamine,11.53,,1356971008,1356330080,65614396,0.943569547,71.14224386,0.000472323,1356971008
123,170410_Smp_40ppt-1C_C,Glutamine,11.56,,1518882816,1518241888,73499472,0.942401347,132.7566781,0.000421973,1518882816
124,170410_Smp_40ppt4C_A,Glutamine,11.62,overloaded?,1993412352,1992771424,123044528,0.963987843,143.3201839,0.000321523,1993412352
125,170410_Smp_40ppt4C_B,Glutamine,11.54,overloaded?,1785429632,1784788704,100835832,0.971684299,79.23689514,0.000358977,1785429632
126,170410_Smp_40ppt4C_C,Glutamine,11.37,,1477848576,1477207648,79456488,0.949605495,94.37530826,0.00043369,1477848576
127,170410_Poo_April10AqExtractsFull_1,Histidine,11.15,,455771424,417011868,27947232,NA,12.44490182,0.085041655,455771424
128,170410_Poo_April10AqExtractsFull_2,Histidine,11.03,,611899328,573139772,35141708,NA,25.35693009,0.063343028,611899328
129,170410_Poo_April10AqExtractsFull_3,Histidine,10.99,,605786752,567027196,33136650,NA,24.15565997,0.063982178,605786752
130,170410_Poo_April10AqExtractsHalf_1,Histidine,11.05,,360293216,321533660,18444026,NA,36.7320063,0.107577812,360293216
131,170410_Poo_April10AqExtractsHalf_2,Histidine,10.98,,419894784,381135228,21850726,NA,33.97399302,0.092307782,419894784
132,170410_Poo_April10AqExtractsHalf_3,Histidine,11.05,,419491424,380731868,23047950,NA,19.90691308,0.09239654,419491424
133,170410_Smp_32ppt-1C_A,Histidine,11.08,,481995520,443235964,29570054,NA,27.79973694,0.080414764,481995520
134,170410_Smp_32ppt-1C_B,Histidine,11.01,,439044960,400285404,27150194,NA,32.60759567,0.088281519,439044960
135,170410_Smp_32ppt-1C_C,Histidine,11.1,,479012032,440252476,31190092,NA,19.94287463,0.080915621,479012032
136,170410_Smp_32ppt4C_A,Histidine,11.17,,402706176,363946620,23715946,NA,11.07701897,0.096247732,402706176
137,170410_Smp_32ppt4C_B,Histidine,11.17,,484942880,446183324,25990380,NA,21.57257025,0.079926023,484942880
138,170410_Smp_32ppt4C_C,Histidine,11.1,,529180384,490420828,30764710,NA,27.71904898,0.073244506,529180384
139,170410_Smp_40ppt-1C_A,Histidine,11.08,,460031488,421271932,29497574,NA,24.55352053,0.084254137,460031488
140,170410_Smp_40ppt-1C_B,Histidine,11.08,,557220032,518460476,34053132,NA,28.33886214,0.069558799,557220032
141,170410_Smp_40ppt-1C_C,Histidine,11.03,,635154624,596395068,40348360,NA,29.07458188,0.061023811,635154624
142,170410_Smp_40ppt4C_A,Histidine,11.15,,679039744,640280188,37306848,NA,31.12937141,0.057079952,679039744
143,170410_Smp_40ppt4C_B,Histidine,11.1,,683463872,644704316,36825216,NA,35.23039259,0.056710468,683463872
144,170410_Smp_40ppt4C_C,Histidine,10.98,,719360896,680601340,40702320,NA,40.56407501,0.053880543,719360896
145,170410_Poo_April10AqExtractsFull_1,Isoleucine,8.055,,50649128,49930819,3181284,8.418937533,12.04171201,0.014182061,50649128
146,170410_Poo_April10AqExtractsFull_2,Isoleucine,8.015,,32179870,31461561,1863649,9.990174323,12.1837012,0.022321687,32179870
147,170410_Poo_April10AqExtractsFull_3,Isoleucine,7.97,,30691434,29973125,1608327,7.321983556,21.14621835,0.023404218,30691434
148,170410_Poo_April10AqExtractsHalf_1,Isoleucine,7.985,,26235938,25517629,1297783,9.193656656,11.08520628,0.027378819,26235938
149,170410_Poo_April10AqExtractsHalf_2,Isoleucine,7.91,,23599658,22881349,1115195,8.707037159,11.08571184,0.030437263,23599658
150,170410_Poo_April10AqExtractsHalf_3,Isoleucine,7.935,,26219786,25501477,1330055,7.606486163,13.0605914,0.027395685,26219786
151,170410_Smp_32ppt-1C_A,Isoleucine,8,,30250368,29532059,1602055,7.927569366,12.8860976,0.023745463,30250368
152,170410_Smp_32ppt-1C_B,Isoleucine,7.955,,26082498,25364189,1191535,8.578857575,28.66598852,0.027539885,26082498
153,170410_Smp_32ppt-1C_C,Isoleucine,7.99,,31895378,31177069,1526272,8.609457037,21.29864202,0.022520787,31895378
154,170410_Smp_32ppt4C_A,Isoleucine,8.02,,57581940,56863631,3413873,8.704996285,24.78465656,0.012474554,57581940
155,170410_Smp_32ppt4C_B,Isoleucine,8,,56737600,56019291,3336371,8.664925056,13.92097716,0.012660194,56737600
156,170410_Smp_32ppt4C_C,Isoleucine,8.015,,68686792,67968483,3896330,8.097017862,20.31040772,0.010457746,68686792
157,170410_Smp_40ppt-1C_A,Isoleucine,8.055,,22685908,21967599,1410010,7.806056927,6.506109267,0.031663225,22685908
158,170410_Smp_40ppt-1C_B,Isoleucine,7.975,,22620104,21901795,1231479,8.438699954,10.5728319,0.031755336,22620104
159,170410_Smp_40ppt-1C_C,Isoleucine,7.955,,27038264,26319955,1347724,8.439933562,40.96426634,0.026566388,27038264
160,170410_Smp_40ppt4C_A,Isoleucine,8.045,,53505088,52786779,3448786,9.040173244,16.68044705,0.01342506,53505088
161,170410_Smp_40ppt4C_B,Isoleucine,8.035,,37674640,36956331,2509010,7.824350734,10.74388909,0.019066115,37674640
162,170410_Smp_40ppt4C_C,Isoleucine,8.03,,32562700,31844391,1668591,9.106700085,31.03664794,0.022059258,32562700
163,170410_Poo_April10AqExtractsFull_1,Leucine,7.35,Bad IR,35900140,35602813,2315676,8.238895836,29.91511554,0.008282057,35900140
164,170410_Poo_April10AqExtractsFull_2,Leucine,7.275,Bad IR,48009096,47711769,3602327,10.50281816,12.8539807,0.006193139,48009096
165,170410_Poo_April10AqExtractsFull_3,Leucine,7.34,No second trace,48682824,48385497,3050909,NA,8.378584613,0.006107431,48682824
166,170410_Poo_April10AqExtractsHalf_1,Leucine,7.195,Bad IR,27383136,27085809,1728970,8.646338625,13.21431936,0.010858033,27383136
167,170410_Poo_April10AqExtractsHalf_2,Leucine,7.27,Bad IR,31355872,31058545,2038016,11.84820064,25.20579487,0.009482339,31355872
168,170410_Poo_April10AqExtractsHalf_3,Leucine,7.305,Bad IR,30083572,29786245,1907470,7.855883588,38.47942427,0.009883368,30083572
169,170410_Smp_32ppt-1C_A,Leucine,7.31,Bad IR,32852436,32555109,2234972,10.31945404,7.898988034,0.009050379,32852436
170,170410_Smp_32ppt-1C_B,Leucine,7.33,No second trace,42410056,42112729,2743335,NA,19.5711228,0.007010767,42410056
171,170410_Smp_32ppt-1C_C,Leucine,7.335,Bad IR,35444504,35147177,2269446,6.993913661,13.98444775,0.008388522,35444504
172,170410_Smp_32ppt4C_A,Leucine,7.33,Bad IR,47428304,47130977,3460445,13.21599039,10.80596074,0.006268978,47428304
173,170410_Smp_32ppt4C_B,Leucine,7.29,Bad IR,49848188,49550861,3447122,8.530558049,23.28104911,0.00596465,49848188
174,170410_Smp_32ppt4C_C,Leucine,7.335,Bad IR,67941080,67643753,5226645,11.81582151,14.1787445,0.004376248,67941080
175,170410_Smp_40ppt-1C_A,Leucine,7.28,Bad IR,24883188,24585861,1743361,6.249852565,22.33826246,0.011948911,24883188
176,170410_Smp_40ppt-1C_B,Leucine,7.325,Bad IR,27405738,27108411,1903711,7.199562127,12.34941935,0.010849078,27405738
177,170410_Smp_40ppt-1C_C,Leucine,7.345,Bad IR,30585546,30288219,1992514,6.97800047,9.003377137,0.00972116,30585546
178,170410_Smp_40ppt4C_A,Leucine,7.32,Bad IR,45866244,45568917,3755614,9.627921622,12.56237552,0.00648248,45866244
179,170410_Smp_40ppt4C_B,Leucine,7.315,Bad IR,53088108,52790781,3641730,9.156832165,23.40126488,0.005600633,53088108
180,170410_Smp_40ppt4C_C,Leucine,7.25,Bad IR,51350848,51053521,3363341,10.17956334,21.18484373,0.005790109,51350848
181,170410_Poo_April10AqExtractsFull_1,Lysine,17.785,,277414208,276945180,12459004,1.774261807,32.13929034,0.001690714,277414208
182,170410_Poo_April10AqExtractsFull_2,Lysine,17.875,,258921280,258452252,11068005,1.791996347,37.24790409,0.001811469,258921280
183,170410_Poo_April10AqExtractsFull_3,Lysine,17.88,,271147040,270678012,11736530,1.799808981,40.80365566,0.001729792,271147040
184,170410_Poo_April10AqExtractsHalf_1,Lysine,17.925,,91103136,90634108,4024477,1.779559577,24.01576361,0.005148319,91103136
185,170410_Poo_April10AqExtractsHalf_2,Lysine,17.955,,103264248,102795220,4468834,1.776681035,34.9959678,0.004542017,103264248
186,170410_Poo_April10AqExtractsHalf_3,Lysine,17.885,,110302048,109833020,5204837,1.783691149,27.12058249,0.004252215,110302048
187,170410_Smp_32ppt-1C_A,Lysine,17.835,,234606016,234136988,10848060,1.761038622,36.69145181,0.001999216,234606016
188,170410_Smp_32ppt-1C_B,Lysine,17.86,,189815248,189346220,8285319,1.757065595,31.47179619,0.002470971,189815248
189,170410_Smp_32ppt-1C_C,Lysine,17.81,,225835808,225366780,10534153,1.77558157,36.30453036,0.002076854,225835808
190,170410_Smp_32ppt4C_A,Lysine,17.84,,283750656,283281628,12934155,1.783987463,33.65202356,0.001652958,283750656
191,170410_Smp_32ppt4C_B,Lysine,17.82,,319428160,318959132,14404115,1.79163737,41.24928669,0.001468336,319428160
192,170410_Smp_32ppt4C_C,Lysine,17.835,,343419136,342950108,15920081,1.79055484,45.34564328,0.00136576,343419136
193,170410_Smp_40ppt-1C_A,Lysine,17.855,,252194896,251725868,11105822,1.784592067,33.98908565,0.001859784,252194896
194,170410_Smp_40ppt-1C_B,Lysine,17.88,,306533280,306064252,13173944,1.795124351,44.39567333,0.001530105,306533280
195,170410_Smp_40ppt-1C_C,Lysine,17.85,,279754464,279285436,11633273,1.78645855,38.9487034,0.00167657,279754464
196,170410_Smp_40ppt4C_A,Lysine,17.815,,210050480,209581452,9250265,1.7801774,28.1555701,0.00223293,210050480
197,170410_Smp_40ppt4C_B,Lysine,17.87,,214755856,214286828,9268729,1.799142159,32.19473613,0.002184006,214755856
198,170410_Smp_40ppt4C_C,Lysine,17.89,,192603088,192134060,8065915,1.794217473,31.91413328,0.002435205,192603088
199,170410_Poo_April10AqExtractsFull_1,Methionine,8.18,,63303384,63047307,2965513,1.178225502,459.6669951,0.004045234,63303384
200,170410_Poo_April10AqExtractsFull_2,Methionine,8.045,,38456584,38200507,2258176,1.135024416,61.16917081,0.00665886,38456584
201,170410_Poo_April10AqExtractsFull_3,Methionine,8.035,,33599720,33343643,2038905,1.207514627,38.07588039,0.007621403,33599720
202,170410_Poo_April10AqExtractsHalf_1,Methionine,8.045,,24859964,24603887,1495608,1.221454911,175.7649457,0.010300779,24859964
203,170410_Poo_April10AqExtractsHalf_2,Methionine,7.98,,20608634,20352557,1182819,1.161623481,41.33229674,0.012425714,20608634
204,170410_Poo_April10AqExtractsHalf_3,Methionine,8.065,,23483970,23227893,1372253,1.118852983,95.0261451,0.010904332,23483970
205,170410_Smp_32ppt-1C_A,Methionine,8.04,,44642924,44386847,2279382,1.178108898,228.213579,0.005736116,44642924
206,170410_Smp_32ppt-1C_B,Methionine,8.04,,35811328,35555251,1655856,1.108380076,157.8752623,0.007150726,35811328
